SP2T 10m SI - CAY2 - 33110 sn:33110 Sonde standard_33110_20220602_163303_H23cm.txt
Cadence d'enregistrement	0,5	s 
  VOIE:1 Profondeur 10m Unité=m
0,064	20/05/2022	12:09:13:936
0,064	20/05/2022	12:09:14:436
0,064	20/05/2022	12:09:14:936
0,064	20/05/2022	12:09:15:436
0,064	20/05/2022	12:09:15:936
0,064	20/05/2022	12:09:16:436
0,064	20/05/2022	12:09:16:936
0,064	20/05/2022	12:09:17:436
0,064	20/05/2022	12:09:17:936
0,064	20/05/2022	12:09:18:436
0,067	20/05/2022	12:09:18:936
0,073	20/05/2022	12:09:19:436
0,073	20/05/2022	12:09:19:936
0,073	20/05/2022	12:09:20:436
0,076	20/05/2022	12:09:20:936
0,079	20/05/2022	12:09:21:436
0,079	20/05/2022	12:09:21:936
0,079	20/05/2022	12:09:22:436
0,079	20/05/2022	12:09:22:936
0,079	20/05/2022	12:09:23:436
0,079	20/05/2022	12:09:23:936
0,079	20/05/2022	12:09:24:436
0,079	20/05/2022	12:09:24:936
0,079	20/05/2022	12:09:25:436
0,076	20/05/2022	12:09:25:936
0,076	20/05/2022	12:09:26:436
0,076	20/05/2022	12:09:26:936
0,076	20/05/2022	12:09:27:436
0,076	20/05/2022	12:09:27:936
0,076	20/05/2022	12:09:28:436
0,076	20/05/2022	12:09:28:936
0,082	20/05/2022	12:09:29:436
0,082	20/05/2022	12:09:29:936
0,082	20/05/2022	12:09:30:436
0,082	20/05/2022	12:09:30:936
0,082	20/05/2022	12:09:31:436
0,082	20/05/2022	12:09:31:936
0,082	20/05/2022	12:09:32:436
0,082	20/05/2022	12:09:32:936
0,082	20/05/2022	12:09:33:436
0,082	20/05/2022	12:09:33:936
0,082	20/05/2022	12:09:34:436
0,082	20/05/2022	12:09:34:936
0,076	20/05/2022	12:09:35:436
0,076	20/05/2022	12:09:35:936
0,070	20/05/2022	12:09:36:436
0,070	20/05/2022	12:09:36:936
0,070	20/05/2022	12:09:37:436
0,070	20/05/2022	12:09:37:936
0,070	20/05/2022	12:09:38:436
0,070	20/05/2022	12:09:38:936
0,070	20/05/2022	12:09:39:436
0,064	20/05/2022	12:09:39:936
0,064	20/05/2022	12:09:40:436
0,064	20/05/2022	12:09:40:936
0,064	20/05/2022	12:09:41:436
0,064	20/05/2022	12:09:41:936
0,064	20/05/2022	12:09:42:436
0,064	20/05/2022	12:09:42:936
0,064	20/05/2022	12:09:43:436
0,064	20/05/2022	12:09:43:936
0,064	20/05/2022	12:09:44:436
0,064	20/05/2022	12:09:44:936
0,064	20/05/2022	12:09:45:436
0,064	20/05/2022	12:09:45:936
0,064	20/05/2022	12:09:46:436
0,064	20/05/2022	12:09:46:936
0,064	20/05/2022	12:09:47:436
0,064	20/05/2022	12:09:47:936
0,064	20/05/2022	12:09:48:436
0,064	20/05/2022	12:09:48:936
0,064	20/05/2022	12:09:49:436
0,064	20/05/2022	12:09:49:936
0,064	20/05/2022	12:09:50:436
0,064	20/05/2022	12:09:50:936
0,067	20/05/2022	12:09:51:436
0,067	20/05/2022	12:09:51:936
0,067	20/05/2022	12:09:52:436
0,067	20/05/2022	12:09:52:936
0,067	20/05/2022	12:09:53:436
0,073	20/05/2022	12:09:53:936
0,073	20/05/2022	12:09:54:436
0,073	20/05/2022	12:09:54:936
0,073	20/05/2022	12:09:55:436
0,073	20/05/2022	12:09:55:936
0,079	20/05/2022	12:09:56:436
0,079	20/05/2022	12:09:56:936
0,079	20/05/2022	12:09:57:436
0,079	20/05/2022	12:09:57:936
0,079	20/05/2022	12:09:58:436
0,079	20/05/2022	12:09:58:936
0,079	20/05/2022	12:09:59:436
0,079	20/05/2022	12:09:59:936
0,079	20/05/2022	12:10:00:436
0,079	20/05/2022	12:10:00:936
0,079	20/05/2022	12:10:01:436
0,079	20/05/2022	12:10:01:936
0,079	20/05/2022	12:10:02:436
0,079	20/05/2022	12:10:02:936
0,079	20/05/2022	12:10:03:436
0,079	20/05/2022	12:10:03:936
0,079	20/05/2022	12:10:04:436
0,082	20/05/2022	12:10:04:936
0,082	20/05/2022	12:10:05:436
0,088	20/05/2022	12:10:05:936
0,094	20/05/2022	12:10:06:436
0,094	20/05/2022	12:10:06:936
0,094	20/05/2022	12:10:07:436
0,094	20/05/2022	12:10:07:936
0,094	20/05/2022	12:10:08:436
0,094	20/05/2022	12:10:08:936
0,094	20/05/2022	12:10:09:436
0,094	20/05/2022	12:10:09:936
0,094	20/05/2022	12:10:10:436
0,094	20/05/2022	12:10:10:936
0,100	20/05/2022	12:10:11:436
0,100	20/05/2022	12:10:11:936
0,100	20/05/2022	12:10:12:436
0,100	20/05/2022	12:10:12:936
0,100	20/05/2022	12:10:13:436
0,100	20/05/2022	12:10:13:936
0,100	20/05/2022	12:10:14:436
0,103	20/05/2022	12:10:14:936
0,103	20/05/2022	12:10:15:436
0,103	20/05/2022	12:10:15:936
0,109	20/05/2022	12:10:16:436
0,109	20/05/2022	12:10:16:936
0,109	20/05/2022	12:10:17:436
0,109	20/05/2022	12:10:17:936
0,103	20/05/2022	12:10:18:436
0,103	20/05/2022	12:10:18:936
0,103	20/05/2022	12:10:19:436
0,103	20/05/2022	12:10:19:936
0,103	20/05/2022	12:10:20:436
0,103	20/05/2022	12:10:20:936
0,103	20/05/2022	12:10:21:436
0,097	20/05/2022	12:10:21:936
0,097	20/05/2022	12:10:22:436
0,097	20/05/2022	12:10:22:936
0,097	20/05/2022	12:10:23:436
0,097	20/05/2022	12:10:23:936
0,097	20/05/2022	12:10:24:436
0,097	20/05/2022	12:10:24:936
0,097	20/05/2022	12:10:25:436
0,097	20/05/2022	12:10:25:936
0,094	20/05/2022	12:10:26:436
0,094	20/05/2022	12:10:26:936
0,088	20/05/2022	12:10:27:436
0,088	20/05/2022	12:10:27:936
0,088	20/05/2022	12:10:28:436
0,082	20/05/2022	12:10:28:936
0,082	20/05/2022	12:10:29:436
0,082	20/05/2022	12:10:29:936
0,082	20/05/2022	12:10:30:436
0,082	20/05/2022	12:10:30:936
0,082	20/05/2022	12:10:31:436
0,082	20/05/2022	12:10:31:936
0,082	20/05/2022	12:10:32:436
0,082	20/05/2022	12:10:32:936
0,082	20/05/2022	12:10:33:436
0,076	20/05/2022	12:10:33:936
0,076	20/05/2022	12:10:34:436
0,079	20/05/2022	12:10:34:936
0,079	20/05/2022	12:10:35:436
0,085	20/05/2022	12:10:35:936
0,085	20/05/2022	12:10:36:436
0,085	20/05/2022	12:10:36:936
0,085	20/05/2022	12:10:37:436
0,088	20/05/2022	12:10:37:936
0,088	20/05/2022	12:10:38:436
0,088	20/05/2022	12:10:38:936
0,088	20/05/2022	12:10:39:436
0,094	20/05/2022	12:10:39:936
0,094	20/05/2022	12:10:40:436
0,094	20/05/2022	12:10:40:936
0,094	20/05/2022	12:10:41:436
0,094	20/05/2022	12:10:41:936
0,094	20/05/2022	12:10:42:436
0,094	20/05/2022	12:10:42:936
0,094	20/05/2022	12:10:43:436
0,094	20/05/2022	12:10:43:936
0,094	20/05/2022	12:10:44:436
0,094	20/05/2022	12:10:44:936
0,100	20/05/2022	12:10:45:436
0,100	20/05/2022	12:10:45:936
0,100	20/05/2022	12:10:46:436
0,100	20/05/2022	12:10:46:936
0,100	20/05/2022	12:10:47:436
0,100	20/05/2022	12:10:47:936
0,094	20/05/2022	12:10:48:436
0,094	20/05/2022	12:10:48:936
0,097	20/05/2022	12:10:49:436
0,097	20/05/2022	12:10:49:936
0,103	20/05/2022	12:10:50:436
0,109	20/05/2022	12:10:50:936
0,109	20/05/2022	12:10:51:436
0,109	20/05/2022	12:10:51:936
0,109	20/05/2022	12:10:52:436
0,109	20/05/2022	12:10:52:936
0,109	20/05/2022	12:10:53:436
0,109	20/05/2022	12:10:53:936
0,109	20/05/2022	12:10:54:436
0,109	20/05/2022	12:10:54:936
0,109	20/05/2022	12:10:55:436
0,109	20/05/2022	12:10:55:936
0,109	20/05/2022	12:10:56:436
0,103	20/05/2022	12:10:56:936
0,103	20/05/2022	12:10:57:436
0,097	20/05/2022	12:10:57:936
0,097	20/05/2022	12:10:58:436
0,091	20/05/2022	12:10:58:936
0,097	20/05/2022	12:10:59:436
0,097	20/05/2022	12:10:59:936
0,097	20/05/2022	12:11:00:436
0,097	20/05/2022	12:11:00:936
0,097	20/05/2022	12:11:01:436
0,097	20/05/2022	12:11:01:936
0,097	20/05/2022	12:11:02:436
0,097	20/05/2022	12:11:02:936
0,097	20/05/2022	12:11:03:436
0,097	20/05/2022	12:11:03:936
0,097	20/05/2022	12:11:04:436
0,097	20/05/2022	12:11:04:936
0,097	20/05/2022	12:11:05:436
0,097	20/05/2022	12:11:05:936
0,097	20/05/2022	12:11:06:436
0,097	20/05/2022	12:11:06:936
0,097	20/05/2022	12:11:07:436
0,097	20/05/2022	12:11:07:936
0,094	20/05/2022	12:11:08:436
0,094	20/05/2022	12:11:08:936
0,094	20/05/2022	12:11:09:436
0,094	20/05/2022	12:11:09:936
0,088	20/05/2022	12:11:10:436
0,088	20/05/2022	12:11:10:936
0,088	20/05/2022	12:11:11:436
0,088	20/05/2022	12:11:11:936
0,088	20/05/2022	12:11:12:436
0,088	20/05/2022	12:11:12:936
0,088	20/05/2022	12:11:13:436
0,088	20/05/2022	12:11:13:936
0,088	20/05/2022	12:11:14:436
0,088	20/05/2022	12:11:14:936
0,085	20/05/2022	12:11:15:436
0,085	20/05/2022	12:11:15:936
0,085	20/05/2022	12:11:16:436
0,082	20/05/2022	12:11:16:936
0,082	20/05/2022	12:11:17:436
0,082	20/05/2022	12:11:17:936
0,082	20/05/2022	12:11:18:436
0,082	20/05/2022	12:11:18:936
0,082	20/05/2022	12:11:19:436
0,076	20/05/2022	12:11:19:936
0,076	20/05/2022	12:11:20:436
0,076	20/05/2022	12:11:20:936
0,076	20/05/2022	12:11:21:436
0,076	20/05/2022	12:11:21:936
0,073	20/05/2022	12:11:22:436
0,073	20/05/2022	12:11:22:936
0,073	20/05/2022	12:11:23:436
0,073	20/05/2022	12:11:23:936
0,070	20/05/2022	12:11:24:436
0,067	20/05/2022	12:11:24:936
0,067	20/05/2022	12:11:25:436
0,067	20/05/2022	12:11:25:936
0,067	20/05/2022	12:11:26:436
0,067	20/05/2022	12:11:26:936
0,064	20/05/2022	12:11:27:436
0,064	20/05/2022	12:11:27:936
0,064	20/05/2022	12:11:28:436
0,064	20/05/2022	12:11:28:936
0,061	20/05/2022	12:11:29:436
0,061	20/05/2022	12:11:29:936
0,061	20/05/2022	12:11:30:436
0,061	20/05/2022	12:11:30:936
0,061	20/05/2022	12:11:31:436
0,061	20/05/2022	12:11:31:936
0,061	20/05/2022	12:11:32:436
0,061	20/05/2022	12:11:32:936
0,061	20/05/2022	12:11:33:436
0,061	20/05/2022	12:11:33:936
0,061	20/05/2022	12:11:34:436
0,061	20/05/2022	12:11:34:936
0,061	20/05/2022	12:11:35:436
0,061	20/05/2022	12:11:35:936
0,061	20/05/2022	12:11:36:436
0,061	20/05/2022	12:11:36:936
0,061	20/05/2022	12:11:37:436
0,061	20/05/2022	12:11:37:936
0,061	20/05/2022	12:11:38:436
0,061	20/05/2022	12:11:38:936
0,061	20/05/2022	12:11:39:436
0,061	20/05/2022	12:11:39:936
0,067	20/05/2022	12:11:40:436
0,067	20/05/2022	12:11:40:936
0,067	20/05/2022	12:11:41:436
0,067	20/05/2022	12:11:41:936
0,067	20/05/2022	12:11:42:436
0,073	20/05/2022	12:11:42:936
0,073	20/05/2022	12:11:43:436
0,073	20/05/2022	12:11:43:936
0,073	20/05/2022	12:11:44:436
0,073	20/05/2022	12:11:44:936
0,073	20/05/2022	12:11:45:436
0,073	20/05/2022	12:11:45:936
0,073	20/05/2022	12:11:46:436
0,073	20/05/2022	12:11:46:936
0,073	20/05/2022	12:11:47:436
0,073	20/05/2022	12:11:47:936
0,073	20/05/2022	12:11:48:436
0,073	20/05/2022	12:11:48:936
0,073	20/05/2022	12:11:49:436
0,073	20/05/2022	12:11:49:936
0,073	20/05/2022	12:11:50:436
0,073	20/05/2022	12:11:50:936
0,073	20/05/2022	12:11:51:436
0,073	20/05/2022	12:11:51:936
0,073	20/05/2022	12:11:52:436
0,073	20/05/2022	12:11:52:936
0,073	20/05/2022	12:11:53:436
0,073	20/05/2022	12:11:53:936
0,073	20/05/2022	12:11:54:436
0,076	20/05/2022	12:11:54:936
0,076	20/05/2022	12:11:55:436
0,079	20/05/2022	12:11:55:936
0,079	20/05/2022	12:11:56:436
0,079	20/05/2022	12:11:56:936
0,079	20/05/2022	12:11:57:436
0,079	20/05/2022	12:11:57:936
0,079	20/05/2022	12:11:58:436
0,079	20/05/2022	12:11:58:936
0,079	20/05/2022	12:11:59:436
0,079	20/05/2022	12:11:59:936
0,079	20/05/2022	12:12:00:436
0,085	20/05/2022	12:12:00:936
0,085	20/05/2022	12:12:01:436
0,085	20/05/2022	12:12:01:936
0,085	20/05/2022	12:12:02:436
0,085	20/05/2022	12:12:02:936
0,085	20/05/2022	12:12:03:436
0,085	20/05/2022	12:12:03:936
0,085	20/05/2022	12:12:04:436
0,091	20/05/2022	12:12:04:936
0,091	20/05/2022	12:12:05:436
0,097	20/05/2022	12:12:05:936
0,097	20/05/2022	12:12:06:436
0,097	20/05/2022	12:12:06:936
0,097	20/05/2022	12:12:07:436
0,097	20/05/2022	12:12:07:936
0,097	20/05/2022	12:12:08:436
0,097	20/05/2022	12:12:08:936
0,097	20/05/2022	12:12:09:436
0,097	20/05/2022	12:12:09:936
0,097	20/05/2022	12:12:10:436
0,097	20/05/2022	12:12:10:936
0,097	20/05/2022	12:12:11:436
0,097	20/05/2022	12:12:11:936
0,091	20/05/2022	12:12:12:436
0,091	20/05/2022	12:12:12:936
0,091	20/05/2022	12:12:13:436
0,091	20/05/2022	12:12:13:936
0,091	20/05/2022	12:12:14:436
0,091	20/05/2022	12:12:14:936
0,091	20/05/2022	12:12:15:436
0,091	20/05/2022	12:12:15:936
0,091	20/05/2022	12:12:16:436
0,091	20/05/2022	12:12:16:936
0,091	20/05/2022	12:12:17:436
0,091	20/05/2022	12:12:17:936
0,097	20/05/2022	12:12:18:436
0,097	20/05/2022	12:12:18:936
0,097	20/05/2022	12:12:19:436
0,097	20/05/2022	12:12:19:936
0,097	20/05/2022	12:12:20:436
0,103	20/05/2022	12:12:20:936
0,103	20/05/2022	12:12:21:436
0,103	20/05/2022	12:12:21:936
0,103	20/05/2022	12:12:22:436
0,103	20/05/2022	12:12:22:936
0,103	20/05/2022	12:12:23:436
0,103	20/05/2022	12:12:23:936
0,103	20/05/2022	12:12:24:436
0,103	20/05/2022	12:12:24:936
0,097	20/05/2022	12:12:25:436
0,097	20/05/2022	12:12:25:936
0,097	20/05/2022	12:12:26:436
0,097	20/05/2022	12:12:26:936
0,097	20/05/2022	12:12:27:436
0,097	20/05/2022	12:12:27:936
0,097	20/05/2022	12:12:28:436
0,097	20/05/2022	12:12:28:936
0,097	20/05/2022	12:12:29:436
0,097	20/05/2022	12:12:29:936
0,097	20/05/2022	12:12:30:436
0,097	20/05/2022	12:12:30:936
0,097	20/05/2022	12:12:31:436
0,097	20/05/2022	12:12:31:936
0,091	20/05/2022	12:12:32:436
0,091	20/05/2022	12:12:32:936
0,091	20/05/2022	12:12:33:436
0,085	20/05/2022	12:12:33:936
0,085	20/05/2022	12:12:34:436
0,085	20/05/2022	12:12:34:936
0,085	20/05/2022	12:12:35:436
0,085	20/05/2022	12:12:35:936
0,085	20/05/2022	12:12:36:436
0,085	20/05/2022	12:12:36:936
0,085	20/05/2022	12:12:37:436
0,085	20/05/2022	12:12:37:936
0,085	20/05/2022	12:12:38:436
0,085	20/05/2022	12:12:38:936
0,079	20/05/2022	12:12:39:436
0,079	20/05/2022	12:12:39:936
0,079	20/05/2022	12:12:40:436
0,079	20/05/2022	12:12:40:936
0,079	20/05/2022	12:12:41:436
0,079	20/05/2022	12:12:41:936
0,079	20/05/2022	12:12:42:436
0,073	20/05/2022	12:12:42:936
0,073	20/05/2022	12:12:43:436
0,073	20/05/2022	12:12:43:936
0,073	20/05/2022	12:12:44:436
0,073	20/05/2022	12:12:44:936
0,073	20/05/2022	12:12:45:436
0,067	20/05/2022	12:12:45:936
0,067	20/05/2022	12:12:46:436
0,067	20/05/2022	12:12:46:936
0,067	20/05/2022	12:12:47:436
0,067	20/05/2022	12:12:47:936
0,067	20/05/2022	12:12:48:436
0,067	20/05/2022	12:12:48:936
0,073	20/05/2022	12:12:49:436
0,073	20/05/2022	12:12:49:936
0,079	20/05/2022	12:12:50:436
0,079	20/05/2022	12:12:50:936
0,082	20/05/2022	12:12:51:436
0,082	20/05/2022	12:12:51:936
0,085	20/05/2022	12:12:52:436
0,085	20/05/2022	12:12:52:936
0,085	20/05/2022	12:12:53:436
0,091	20/05/2022	12:12:53:936
0,091	20/05/2022	12:12:54:436
0,091	20/05/2022	12:12:54:936
0,091	20/05/2022	12:12:55:436
0,091	20/05/2022	12:12:55:936
0,088	20/05/2022	12:12:56:436
0,088	20/05/2022	12:12:56:936
0,088	20/05/2022	12:12:57:436
0,088	20/05/2022	12:12:57:936
0,088	20/05/2022	12:12:58:436
0,088	20/05/2022	12:12:58:936
0,088	20/05/2022	12:12:59:436
0,088	20/05/2022	12:12:59:936
0,088	20/05/2022	12:13:00:436
0,091	20/05/2022	12:13:00:936
0,094	20/05/2022	12:13:01:436
0,094	20/05/2022	12:13:01:936
0,094	20/05/2022	12:13:02:436
0,094	20/05/2022	12:13:02:936
0,094	20/05/2022	12:13:03:436
0,094	20/05/2022	12:13:03:936
0,094	20/05/2022	12:13:04:436
0,088	20/05/2022	12:13:04:936
0,082	20/05/2022	12:13:05:436
0,082	20/05/2022	12:13:05:936
0,076	20/05/2022	12:13:06:436
0,076	20/05/2022	12:13:06:936
0,076	20/05/2022	12:13:07:436
0,076	20/05/2022	12:13:07:936
0,073	20/05/2022	12:13:08:436
0,073	20/05/2022	12:13:08:936
0,073	20/05/2022	12:13:09:436
0,073	20/05/2022	12:13:09:936
0,073	20/05/2022	12:13:10:436
0,067	20/05/2022	12:13:10:936
0,067	20/05/2022	12:13:11:436
0,067	20/05/2022	12:13:11:936
0,067	20/05/2022	12:13:12:436
0,067	20/05/2022	12:13:12:936
0,067	20/05/2022	12:13:13:436
0,067	20/05/2022	12:13:13:936
0,067	20/05/2022	12:13:14:436
0,067	20/05/2022	12:13:14:936
0,067	20/05/2022	12:13:15:436
0,067	20/05/2022	12:13:15:936
0,067	20/05/2022	12:13:16:436
0,067	20/05/2022	12:13:16:936
0,070	20/05/2022	12:13:17:436
0,070	20/05/2022	12:13:17:936
0,070	20/05/2022	12:13:18:436
0,070	20/05/2022	12:13:18:936
0,073	20/05/2022	12:13:19:436
0,073	20/05/2022	12:13:19:936
0,073	20/05/2022	12:13:20:436
0,073	20/05/2022	12:13:20:936
0,073	20/05/2022	12:13:21:436
0,073	20/05/2022	12:13:21:936
0,073	20/05/2022	12:13:22:436
0,073	20/05/2022	12:13:22:936
0,073	20/05/2022	12:13:23:436
0,073	20/05/2022	12:13:23:936
0,073	20/05/2022	12:13:24:436
0,073	20/05/2022	12:13:24:936
0,073	20/05/2022	12:13:25:436
0,082	20/05/2022	12:13:25:936
0,082	20/05/2022	12:13:26:436
0,082	20/05/2022	12:13:26:936
0,088	20/05/2022	12:13:27:436
0,088	20/05/2022	12:13:27:936
0,088	20/05/2022	12:13:28:436
0,088	20/05/2022	12:13:28:936
0,088	20/05/2022	12:13:29:436
0,088	20/05/2022	12:13:29:936
0,088	20/05/2022	12:13:30:436
0,088	20/05/2022	12:13:30:936
0,088	20/05/2022	12:13:31:436
0,088	20/05/2022	12:13:31:936
0,088	20/05/2022	12:13:32:436
0,082	20/05/2022	12:13:32:936
0,076	20/05/2022	12:13:33:436
0,076	20/05/2022	12:13:33:936
0,076	20/05/2022	12:13:34:436
0,076	20/05/2022	12:13:34:936
0,076	20/05/2022	12:13:35:436
0,076	20/05/2022	12:13:35:936
0,076	20/05/2022	12:13:36:436
0,076	20/05/2022	12:13:36:936
0,076	20/05/2022	12:13:37:436
0,076	20/05/2022	12:13:37:936
0,070	20/05/2022	12:13:38:436
0,070	20/05/2022	12:13:38:936
0,070	20/05/2022	12:13:39:436
0,070	20/05/2022	12:13:39:936
0,064	20/05/2022	12:13:40:436
0,064	20/05/2022	12:13:40:936
0,064	20/05/2022	12:13:41:436
0,064	20/05/2022	12:13:41:936
0,064	20/05/2022	12:13:42:436
0,070	20/05/2022	12:13:42:936
0,070	20/05/2022	12:13:43:436
0,070	20/05/2022	12:13:43:936
0,070	20/05/2022	12:13:44:436
0,070	20/05/2022	12:13:44:936
0,070	20/05/2022	12:13:45:436
0,070	20/05/2022	12:13:45:936
0,070	20/05/2022	12:13:46:436
0,070	20/05/2022	12:13:46:936
0,070	20/05/2022	12:13:47:436
0,070	20/05/2022	12:13:47:936
0,070	20/05/2022	12:13:48:436
0,064	20/05/2022	12:13:48:936
0,064	20/05/2022	12:13:49:436
0,064	20/05/2022	12:13:49:936
0,064	20/05/2022	12:13:50:436
0,064	20/05/2022	12:13:50:936
0,064	20/05/2022	12:13:51:436
0,064	20/05/2022	12:13:51:936
0,064	20/05/2022	12:13:52:436
0,064	20/05/2022	12:13:52:936
0,064	20/05/2022	12:13:53:436
0,070	20/05/2022	12:13:53:936
0,070	20/05/2022	12:13:54:436
0,070	20/05/2022	12:13:54:936
0,070	20/05/2022	12:13:55:436
0,070	20/05/2022	12:13:55:936
0,070	20/05/2022	12:13:56:436
0,070	20/05/2022	12:13:56:936
0,070	20/05/2022	12:13:57:436
0,070	20/05/2022	12:13:57:936
0,070	20/05/2022	12:13:58:436
0,070	20/05/2022	12:13:58:936
0,070	20/05/2022	12:13:59:436
0,070	20/05/2022	12:13:59:936
0,070	20/05/2022	12:14:00:436
0,070	20/05/2022	12:14:00:936
0,070	20/05/2022	12:14:01:436
0,070	20/05/2022	12:14:01:936
0,070	20/05/2022	12:14:02:436
0,070	20/05/2022	12:14:02:936
0,070	20/05/2022	12:14:03:436
0,070	20/05/2022	12:14:03:936
0,070	20/05/2022	12:14:04:436
0,070	20/05/2022	12:14:04:936
0,076	20/05/2022	12:14:05:436
0,076	20/05/2022	12:14:05:936
0,076	20/05/2022	12:14:06:436
0,076	20/05/2022	12:14:06:936
0,082	20/05/2022	12:14:07:436
0,082	20/05/2022	12:14:07:936
0,082	20/05/2022	12:14:08:436
0,082	20/05/2022	12:14:08:936
0,082	20/05/2022	12:14:09:436
0,082	20/05/2022	12:14:09:936
0,082	20/05/2022	12:14:10:436
0,082	20/05/2022	12:14:10:936
0,082	20/05/2022	12:14:11:436
0,082	20/05/2022	12:14:11:936
0,088	20/05/2022	12:14:12:436
0,088	20/05/2022	12:14:12:936
0,088	20/05/2022	12:14:13:436
0,088	20/05/2022	12:14:13:936
0,088	20/05/2022	12:14:14:436
0,094	20/05/2022	12:14:14:936
0,094	20/05/2022	12:14:15:436
0,094	20/05/2022	12:14:15:936
0,094	20/05/2022	12:14:16:436
0,094	20/05/2022	12:14:16:936
0,094	20/05/2022	12:14:17:436
0,094	20/05/2022	12:14:17:936
0,094	20/05/2022	12:14:18:436
0,094	20/05/2022	12:14:18:936
0,094	20/05/2022	12:14:19:436
0,094	20/05/2022	12:14:19:936
0,094	20/05/2022	12:14:20:436
0,094	20/05/2022	12:14:20:936
0,094	20/05/2022	12:14:21:436
0,094	20/05/2022	12:14:21:936
0,094	20/05/2022	12:14:22:436
0,094	20/05/2022	12:14:22:936
0,094	20/05/2022	12:14:23:436
0,094	20/05/2022	12:14:23:936
0,094	20/05/2022	12:14:24:436
0,094	20/05/2022	12:14:24:936
0,094	20/05/2022	12:14:25:436
0,088	20/05/2022	12:14:25:936
0,088	20/05/2022	12:14:26:436
0,094	20/05/2022	12:14:26:936
0,094	20/05/2022	12:14:27:436
0,094	20/05/2022	12:14:27:936
0,094	20/05/2022	12:14:28:436
0,094	20/05/2022	12:14:28:936
0,100	20/05/2022	12:14:29:436
0,100	20/05/2022	12:14:29:936
0,100	20/05/2022	12:14:30:436
0,100	20/05/2022	12:14:30:936
0,100	20/05/2022	12:14:31:436
0,100	20/05/2022	12:14:31:936
0,100	20/05/2022	12:14:32:436
0,100	20/05/2022	12:14:32:936
0,100	20/05/2022	12:14:33:436
0,100	20/05/2022	12:14:33:936
0,100	20/05/2022	12:14:34:436
0,100	20/05/2022	12:14:34:936
0,100	20/05/2022	12:14:35:436
0,100	20/05/2022	12:14:35:936
0,100	20/05/2022	12:14:36:436
0,100	20/05/2022	12:14:36:936
0,106	20/05/2022	12:14:37:436
0,106	20/05/2022	12:14:37:936
0,106	20/05/2022	12:14:38:436
0,106	20/05/2022	12:14:38:936
0,112	20/05/2022	12:14:39:436
0,115	20/05/2022	12:14:39:936
0,115	20/05/2022	12:14:40:436
0,115	20/05/2022	12:14:40:936
0,115	20/05/2022	12:14:41:436
0,115	20/05/2022	12:14:41:936
0,115	20/05/2022	12:14:42:436
0,115	20/05/2022	12:14:42:936
0,115	20/05/2022	12:14:43:436
0,115	20/05/2022	12:14:43:936
0,115	20/05/2022	12:14:44:436
0,109	20/05/2022	12:14:44:936
0,109	20/05/2022	12:14:45:436
0,109	20/05/2022	12:14:45:936
0,109	20/05/2022	12:14:46:436
0,103	20/05/2022	12:14:46:936
0,103	20/05/2022	12:14:47:436
0,103	20/05/2022	12:14:47:936
0,103	20/05/2022	12:14:48:436
0,103	20/05/2022	12:14:48:936
0,103	20/05/2022	12:14:49:436
0,103	20/05/2022	12:14:49:936
0,097	20/05/2022	12:14:50:436
0,097	20/05/2022	12:14:50:936
0,097	20/05/2022	12:14:51:436
0,097	20/05/2022	12:14:51:936
0,097	20/05/2022	12:14:52:436
0,097	20/05/2022	12:14:52:936
0,097	20/05/2022	12:14:53:436
0,097	20/05/2022	12:14:53:936
0,097	20/05/2022	12:14:54:436
0,097	20/05/2022	12:14:54:936
0,097	20/05/2022	12:14:55:436
0,097	20/05/2022	12:14:55:936
0,097	20/05/2022	12:14:56:436
0,097	20/05/2022	12:14:56:936
0,097	20/05/2022	12:14:57:436
0,094	20/05/2022	12:14:57:936
0,094	20/05/2022	12:14:58:436
0,088	20/05/2022	12:14:58:936
0,088	20/05/2022	12:14:59:436
0,088	20/05/2022	12:14:59:936
0,085	20/05/2022	12:15:00:436
0,085	20/05/2022	12:15:00:936
0,082	20/05/2022	12:15:01:436
0,082	20/05/2022	12:15:01:936
0,082	20/05/2022	12:15:02:436
0,082	20/05/2022	12:15:02:936
0,076	20/05/2022	12:15:03:436
0,076	20/05/2022	12:15:03:936
0,076	20/05/2022	12:15:04:436
0,076	20/05/2022	12:15:04:936
0,076	20/05/2022	12:15:05:436
0,076	20/05/2022	12:15:05:936
0,076	20/05/2022	12:15:06:436
0,076	20/05/2022	12:15:06:936
0,076	20/05/2022	12:15:07:436
0,076	20/05/2022	12:15:07:936
0,076	20/05/2022	12:15:08:436
0,076	20/05/2022	12:15:08:936
0,076	20/05/2022	12:15:09:436
0,076	20/05/2022	12:15:09:936
0,076	20/05/2022	12:15:10:436
0,076	20/05/2022	12:15:10:936
0,070	20/05/2022	12:15:11:436
0,070	20/05/2022	12:15:11:936
0,070	20/05/2022	12:15:12:436
0,070	20/05/2022	12:15:12:936
0,067	20/05/2022	12:15:13:436
0,067	20/05/2022	12:15:13:936
0,064	20/05/2022	12:15:14:436
0,064	20/05/2022	12:15:14:936
0,064	20/05/2022	12:15:15:436
0,064	20/05/2022	12:15:15:936
0,064	20/05/2022	12:15:16:436
0,064	20/05/2022	12:15:16:936
0,064	20/05/2022	12:15:17:436
0,064	20/05/2022	12:15:17:936
0,064	20/05/2022	12:15:18:436
0,064	20/05/2022	12:15:18:936
0,064	20/05/2022	12:15:19:436
