SP2T 10m SI - CAY2 - 33110 sn:33110 Sonde standard_33110_20220602_163303_H23cm.txt
Cadence d'enregistrement	0,5	s 
  VOIE:1 Profondeur 10m Unité=m
0,118	20/05/2022	10:23:19:939
0,112	20/05/2022	10:23:20:439
0,112	20/05/2022	10:23:20:939
0,112	20/05/2022	10:23:21:439
0,106	20/05/2022	10:23:21:939
0,106	20/05/2022	10:23:22:439
0,106	20/05/2022	10:23:22:939
0,106	20/05/2022	10:23:23:439
0,106	20/05/2022	10:23:23:939
0,106	20/05/2022	10:23:24:439
0,106	20/05/2022	10:23:24:939
0,109	20/05/2022	10:23:25:439
0,115	20/05/2022	10:23:25:939
0,115	20/05/2022	10:23:26:439
0,115	20/05/2022	10:23:26:939
0,115	20/05/2022	10:23:27:439
0,115	20/05/2022	10:23:27:939
0,115	20/05/2022	10:23:28:439
0,115	20/05/2022	10:23:28:939
0,115	20/05/2022	10:23:29:439
0,115	20/05/2022	10:23:29:939
0,121	20/05/2022	10:23:30:439
0,121	20/05/2022	10:23:30:939
0,121	20/05/2022	10:23:31:439
0,121	20/05/2022	10:23:31:939
0,121	20/05/2022	10:23:32:439
0,115	20/05/2022	10:23:32:939
0,115	20/05/2022	10:23:33:439
0,115	20/05/2022	10:23:33:939
0,115	20/05/2022	10:23:34:439
0,115	20/05/2022	10:23:34:939
0,115	20/05/2022	10:23:35:439
0,115	20/05/2022	10:23:35:939
0,115	20/05/2022	10:23:36:439
0,115	20/05/2022	10:23:36:939
0,115	20/05/2022	10:23:37:439
0,115	20/05/2022	10:23:37:939
0,115	20/05/2022	10:23:38:439
0,115	20/05/2022	10:23:38:939
0,115	20/05/2022	10:23:39:439
0,115	20/05/2022	10:23:39:939
0,115	20/05/2022	10:23:40:439
0,115	20/05/2022	10:23:40:939
0,115	20/05/2022	10:23:41:439
0,115	20/05/2022	10:23:41:939
0,115	20/05/2022	10:23:42:439
0,115	20/05/2022	10:23:42:939
0,115	20/05/2022	10:23:43:439
0,115	20/05/2022	10:23:43:939
0,115	20/05/2022	10:23:44:439
0,115	20/05/2022	10:23:44:939
0,115	20/05/2022	10:23:45:439
0,115	20/05/2022	10:23:45:939
0,115	20/05/2022	10:23:46:439
0,115	20/05/2022	10:23:46:939
0,115	20/05/2022	10:23:47:439
0,109	20/05/2022	10:23:47:939
0,109	20/05/2022	10:23:48:439
0,109	20/05/2022	10:23:48:939
0,109	20/05/2022	10:23:49:439
0,109	20/05/2022	10:23:49:939
0,109	20/05/2022	10:23:50:439
0,109	20/05/2022	10:23:50:939
0,109	20/05/2022	10:23:51:439
0,109	20/05/2022	10:23:51:939
0,109	20/05/2022	10:23:52:439
0,109	20/05/2022	10:23:52:939
0,103	20/05/2022	10:23:53:439
0,103	20/05/2022	10:23:53:939
0,103	20/05/2022	10:23:54:439
0,100	20/05/2022	10:23:54:939
0,100	20/05/2022	10:23:55:439
0,100	20/05/2022	10:23:55:939
0,100	20/05/2022	10:23:56:439
0,100	20/05/2022	10:23:56:939
0,100	20/05/2022	10:23:57:439
0,100	20/05/2022	10:23:57:939
0,100	20/05/2022	10:23:58:439
0,100	20/05/2022	10:23:58:939
0,100	20/05/2022	10:23:59:439
0,100	20/05/2022	10:23:59:939
0,100	20/05/2022	10:24:00:439
0,100	20/05/2022	10:24:00:939
0,100	20/05/2022	10:24:01:439
0,100	20/05/2022	10:24:01:939
0,100	20/05/2022	10:24:02:439
0,100	20/05/2022	10:24:02:939
0,100	20/05/2022	10:24:03:439
0,100	20/05/2022	10:24:03:939
0,100	20/05/2022	10:24:04:439
0,100	20/05/2022	10:24:04:939
0,100	20/05/2022	10:24:05:439
0,100	20/05/2022	10:24:05:939
0,100	20/05/2022	10:24:06:439
0,100	20/05/2022	10:24:06:939
0,100	20/05/2022	10:24:07:439
0,100	20/05/2022	10:24:07:939
0,106	20/05/2022	10:24:08:439
0,106	20/05/2022	10:24:08:939
0,103	20/05/2022	10:24:09:439
0,100	20/05/2022	10:24:09:939
0,100	20/05/2022	10:24:10:439
0,100	20/05/2022	10:24:10:939
0,100	20/05/2022	10:24:11:439
0,094	20/05/2022	10:24:11:939
0,094	20/05/2022	10:24:12:439
0,094	20/05/2022	10:24:12:939
0,088	20/05/2022	10:24:13:439
0,088	20/05/2022	10:24:13:939
0,088	20/05/2022	10:24:14:439
0,088	20/05/2022	10:24:14:939
0,094	20/05/2022	10:24:15:439
0,094	20/05/2022	10:24:15:939
0,094	20/05/2022	10:24:16:439
0,094	20/05/2022	10:24:16:939
0,094	20/05/2022	10:24:17:439
0,094	20/05/2022	10:24:17:939
0,094	20/05/2022	10:24:18:439
0,094	20/05/2022	10:24:18:939
0,094	20/05/2022	10:24:19:439
0,094	20/05/2022	10:24:19:939
0,094	20/05/2022	10:24:20:439
0,094	20/05/2022	10:24:20:939
0,094	20/05/2022	10:24:21:439
0,094	20/05/2022	10:24:21:939
0,091	20/05/2022	10:24:22:439
0,085	20/05/2022	10:24:22:939
0,085	20/05/2022	10:24:23:439
0,085	20/05/2022	10:24:23:939
0,085	20/05/2022	10:24:24:439
0,085	20/05/2022	10:24:24:939
0,085	20/05/2022	10:24:25:439
0,085	20/05/2022	10:24:25:939
0,088	20/05/2022	10:24:26:439
0,094	20/05/2022	10:24:26:939
0,094	20/05/2022	10:24:27:439
0,094	20/05/2022	10:24:27:939
0,094	20/05/2022	10:24:28:439
0,094	20/05/2022	10:24:28:939
0,094	20/05/2022	10:24:29:439
0,094	20/05/2022	10:24:29:939
0,094	20/05/2022	10:24:30:439
0,094	20/05/2022	10:24:30:939
0,094	20/05/2022	10:24:31:439
0,094	20/05/2022	10:24:31:939
0,094	20/05/2022	10:24:32:439
0,094	20/05/2022	10:24:32:939
0,094	20/05/2022	10:24:33:439
0,094	20/05/2022	10:24:33:939
0,094	20/05/2022	10:24:34:439
0,094	20/05/2022	10:24:34:939
0,094	20/05/2022	10:24:35:439
0,094	20/05/2022	10:24:35:939
0,088	20/05/2022	10:24:36:439
0,088	20/05/2022	10:24:36:939
0,088	20/05/2022	10:24:37:439
0,088	20/05/2022	10:24:37:939
0,088	20/05/2022	10:24:38:439
0,088	20/05/2022	10:24:38:939
0,088	20/05/2022	10:24:39:439
0,088	20/05/2022	10:24:39:939
0,088	20/05/2022	10:24:40:439
0,088	20/05/2022	10:24:40:939
0,088	20/05/2022	10:24:41:439
0,088	20/05/2022	10:24:41:939
0,085	20/05/2022	10:24:42:439
0,085	20/05/2022	10:24:42:939
0,085	20/05/2022	10:24:43:439
0,085	20/05/2022	10:24:43:939
0,085	20/05/2022	10:24:44:439
0,085	20/05/2022	10:24:44:939
0,085	20/05/2022	10:24:45:439
0,085	20/05/2022	10:24:45:939
0,085	20/05/2022	10:24:46:439
0,085	20/05/2022	10:24:46:939
0,085	20/05/2022	10:24:47:439
0,085	20/05/2022	10:24:47:939
0,085	20/05/2022	10:24:48:439
0,085	20/05/2022	10:24:48:939
0,085	20/05/2022	10:24:49:439
0,085	20/05/2022	10:24:49:939
0,085	20/05/2022	10:24:50:439
0,085	20/05/2022	10:24:50:939
0,085	20/05/2022	10:24:51:439
0,085	20/05/2022	10:24:51:939
0,085	20/05/2022	10:24:52:439
0,085	20/05/2022	10:24:52:939
0,085	20/05/2022	10:24:53:439
0,085	20/05/2022	10:24:53:939
0,085	20/05/2022	10:24:54:439
0,085	20/05/2022	10:24:54:939
0,085	20/05/2022	10:24:55:439
0,085	20/05/2022	10:24:55:939
0,085	20/05/2022	10:24:56:439
0,085	20/05/2022	10:24:56:939
0,085	20/05/2022	10:24:57:439
0,085	20/05/2022	10:24:57:939
0,079	20/05/2022	10:24:58:439
0,079	20/05/2022	10:24:58:939
0,079	20/05/2022	10:24:59:439
0,079	20/05/2022	10:24:59:939
0,079	20/05/2022	10:25:00:439
0,079	20/05/2022	10:25:00:939
0,079	20/05/2022	10:25:01:439
0,079	20/05/2022	10:25:01:939
0,079	20/05/2022	10:25:02:439
0,079	20/05/2022	10:25:02:939
0,079	20/05/2022	10:25:03:439
0,079	20/05/2022	10:25:03:939
0,079	20/05/2022	10:25:04:439
0,079	20/05/2022	10:25:04:939
0,079	20/05/2022	10:25:05:439
0,079	20/05/2022	10:25:05:939
0,079	20/05/2022	10:25:06:439
0,079	20/05/2022	10:25:06:939
0,079	20/05/2022	10:25:07:439
0,079	20/05/2022	10:25:07:939
0,079	20/05/2022	10:25:08:439
0,079	20/05/2022	10:25:08:939
0,073	20/05/2022	10:25:09:439
0,073	20/05/2022	10:25:09:939
0,073	20/05/2022	10:25:10:439
0,073	20/05/2022	10:25:10:939
0,073	20/05/2022	10:25:11:439
0,073	20/05/2022	10:25:11:939
0,073	20/05/2022	10:25:12:439
0,073	20/05/2022	10:25:12:939
0,073	20/05/2022	10:25:13:439
0,073	20/05/2022	10:25:13:939
0,073	20/05/2022	10:25:14:439
0,073	20/05/2022	10:25:14:939
0,073	20/05/2022	10:25:15:439
0,073	20/05/2022	10:25:15:939
0,073	20/05/2022	10:25:16:439
0,073	20/05/2022	10:25:16:939
0,073	20/05/2022	10:25:17:439
0,073	20/05/2022	10:25:17:939
0,073	20/05/2022	10:25:18:439
0,073	20/05/2022	10:25:18:939
0,073	20/05/2022	10:25:19:439
0,073	20/05/2022	10:25:19:939
0,073	20/05/2022	10:25:20:439
0,073	20/05/2022	10:25:20:939
0,073	20/05/2022	10:25:21:439
0,073	20/05/2022	10:25:21:939
0,073	20/05/2022	10:25:22:439
0,073	20/05/2022	10:25:22:939
0,073	20/05/2022	10:25:23:439
0,073	20/05/2022	10:25:23:939
0,073	20/05/2022	10:25:24:439
0,073	20/05/2022	10:25:24:939
0,073	20/05/2022	10:25:25:439
0,073	20/05/2022	10:25:25:939
0,073	20/05/2022	10:25:26:439
0,073	20/05/2022	10:25:26:939
0,073	20/05/2022	10:25:27:439
0,073	20/05/2022	10:25:27:939
0,073	20/05/2022	10:25:28:439
0,073	20/05/2022	10:25:28:939
0,073	20/05/2022	10:25:29:439
0,073	20/05/2022	10:25:29:939
0,073	20/05/2022	10:25:30:439
0,073	20/05/2022	10:25:30:939
0,073	20/05/2022	10:25:31:439
0,073	20/05/2022	10:25:31:939
0,073	20/05/2022	10:25:32:439
0,073	20/05/2022	10:25:32:939
0,073	20/05/2022	10:25:33:439
0,073	20/05/2022	10:25:33:939
0,073	20/05/2022	10:25:34:439
0,073	20/05/2022	10:25:34:939
0,073	20/05/2022	10:25:35:439
0,073	20/05/2022	10:25:35:939
0,073	20/05/2022	10:25:36:439
0,073	20/05/2022	10:25:36:939
0,073	20/05/2022	10:25:37:439
0,073	20/05/2022	10:25:37:939
0,073	20/05/2022	10:25:38:439
0,073	20/05/2022	10:25:38:939
0,073	20/05/2022	10:25:39:439
0,073	20/05/2022	10:25:39:939
0,073	20/05/2022	10:25:40:439
0,073	20/05/2022	10:25:40:939
0,070	20/05/2022	10:25:41:439
0,070	20/05/2022	10:25:41:939
0,070	20/05/2022	10:25:42:439
0,064	20/05/2022	10:25:42:939
0,064	20/05/2022	10:25:43:439
0,064	20/05/2022	10:25:43:939
0,064	20/05/2022	10:25:44:439
0,064	20/05/2022	10:25:44:939
0,064	20/05/2022	10:25:45:439
0,064	20/05/2022	10:25:45:939
0,064	20/05/2022	10:25:46:439
0,064	20/05/2022	10:25:46:939
0,064	20/05/2022	10:25:47:439
0,064	20/05/2022	10:25:47:939
0,064	20/05/2022	10:25:48:439
0,064	20/05/2022	10:25:48:939
0,064	20/05/2022	10:25:49:439
0,064	20/05/2022	10:25:49:939
0,064	20/05/2022	10:25:50:439
0,064	20/05/2022	10:25:50:939
0,064	20/05/2022	10:25:51:439
0,064	20/05/2022	10:25:51:939
0,064	20/05/2022	10:25:52:439
0,064	20/05/2022	10:25:52:939
0,064	20/05/2022	10:25:53:439
0,064	20/05/2022	10:25:53:939
0,064	20/05/2022	10:25:54:439
0,064	20/05/2022	10:25:54:939
0,064	20/05/2022	10:25:55:439
0,064	20/05/2022	10:25:55:939
0,064	20/05/2022	10:25:56:439
0,064	20/05/2022	10:25:56:939
0,064	20/05/2022	10:25:57:439
0,064	20/05/2022	10:25:57:939
0,064	20/05/2022	10:25:58:439
0,064	20/05/2022	10:25:58:939
0,064	20/05/2022	10:25:59:439
0,064	20/05/2022	10:25:59:939
0,064	20/05/2022	10:26:00:439
0,070	20/05/2022	10:26:00:939
0,070	20/05/2022	10:26:01:439
0,070	20/05/2022	10:26:01:939
0,070	20/05/2022	10:26:02:439
0,070	20/05/2022	10:26:02:939
0,070	20/05/2022	10:26:03:439
0,070	20/05/2022	10:26:03:939
0,070	20/05/2022	10:26:04:439
0,070	20/05/2022	10:26:04:939
0,070	20/05/2022	10:26:05:439
0,070	20/05/2022	10:26:05:939
0,070	20/05/2022	10:26:06:439
0,070	20/05/2022	10:26:06:939
0,070	20/05/2022	10:26:07:439
0,070	20/05/2022	10:26:07:939
0,067	20/05/2022	10:26:08:439
0,067	20/05/2022	10:26:08:939
0,067	20/05/2022	10:26:09:439
0,067	20/05/2022	10:26:09:939
0,061	20/05/2022	10:26:10:439
0,061	20/05/2022	10:26:10:939
0,061	20/05/2022	10:26:11:439
0,061	20/05/2022	10:26:11:939
0,061	20/05/2022	10:26:12:439
0,061	20/05/2022	10:26:12:939
0,061	20/05/2022	10:26:13:439
0,061	20/05/2022	10:26:13:939
0,061	20/05/2022	10:26:14:439
0,061	20/05/2022	10:26:14:939
0,061	20/05/2022	10:26:15:439
0,061	20/05/2022	10:26:15:939
0,061	20/05/2022	10:26:16:439
0,061	20/05/2022	10:26:16:939
0,061	20/05/2022	10:26:17:439
0,061	20/05/2022	10:26:17:939
0,061	20/05/2022	10:26:18:439
0,061	20/05/2022	10:26:18:939
0,061	20/05/2022	10:26:19:439
0,061	20/05/2022	10:26:19:939
0,061	20/05/2022	10:26:20:439
0,061	20/05/2022	10:26:20:939
0,061	20/05/2022	10:26:21:439
0,061	20/05/2022	10:26:21:939
0,061	20/05/2022	10:26:22:439
0,061	20/05/2022	10:26:22:939
0,061	20/05/2022	10:26:23:439
0,061	20/05/2022	10:26:23:939
0,061	20/05/2022	10:26:24:439
0,061	20/05/2022	10:26:24:939
0,061	20/05/2022	10:26:25:439
0,055	20/05/2022	10:26:25:939
0,055	20/05/2022	10:26:26:439
0,055	20/05/2022	10:26:26:939
0,058	20/05/2022	10:26:27:439
0,058	20/05/2022	10:26:27:939
0,058	20/05/2022	10:26:28:439
0,058	20/05/2022	10:26:28:939
0,058	20/05/2022	10:26:29:439
0,058	20/05/2022	10:26:29:939
0,058	20/05/2022	10:26:30:439
0,058	20/05/2022	10:26:30:939
0,058	20/05/2022	10:26:31:439
0,058	20/05/2022	10:26:31:939
0,058	20/05/2022	10:26:32:439
0,058	20/05/2022	10:26:32:939
0,058	20/05/2022	10:26:33:439
0,058	20/05/2022	10:26:33:939
0,058	20/05/2022	10:26:34:439
0,058	20/05/2022	10:26:34:939
0,058	20/05/2022	10:26:35:439
0,058	20/05/2022	10:26:35:939
0,058	20/05/2022	10:26:36:439
0,058	20/05/2022	10:26:36:939
0,058	20/05/2022	10:26:37:439
0,058	20/05/2022	10:26:37:939
0,055	20/05/2022	10:26:38:439
0,055	20/05/2022	10:26:38:939
0,055	20/05/2022	10:26:39:439
0,055	20/05/2022	10:26:39:939
0,055	20/05/2022	10:26:40:439
0,055	20/05/2022	10:26:40:939
0,055	20/05/2022	10:26:41:439
0,055	20/05/2022	10:26:41:939
0,055	20/05/2022	10:26:42:439
0,055	20/05/2022	10:26:42:939
0,055	20/05/2022	10:26:43:439
0,055	20/05/2022	10:26:43:939
0,055	20/05/2022	10:26:44:439
0,055	20/05/2022	10:26:44:939
0,055	20/05/2022	10:26:45:439
0,055	20/05/2022	10:26:45:939
0,055	20/05/2022	10:26:46:439
0,055	20/05/2022	10:26:46:939
0,055	20/05/2022	10:26:47:439
0,055	20/05/2022	10:26:47:939
0,055	20/05/2022	10:26:48:439
0,061	20/05/2022	10:26:48:939
0,061	20/05/2022	10:26:49:439
0,061	20/05/2022	10:26:49:939
0,061	20/05/2022	10:26:50:439
0,061	20/05/2022	10:26:50:939
0,061	20/05/2022	10:26:51:439
0,061	20/05/2022	10:26:51:939
0,058	20/05/2022	10:26:52:439
0,058	20/05/2022	10:26:52:939
0,058	20/05/2022	10:26:53:439
0,052	20/05/2022	10:26:53:939
0,052	20/05/2022	10:26:54:439
0,052	20/05/2022	10:26:54:939
0,052	20/05/2022	10:26:55:439
0,052	20/05/2022	10:26:55:939
0,052	20/05/2022	10:26:56:439
0,052	20/05/2022	10:26:56:939
0,052	20/05/2022	10:26:57:439
0,052	20/05/2022	10:26:57:939
0,046	20/05/2022	10:26:58:439
0,046	20/05/2022	10:26:58:939
0,046	20/05/2022	10:26:59:439
0,046	20/05/2022	10:26:59:939
0,046	20/05/2022	10:27:00:439
0,046	20/05/2022	10:27:00:939
0,046	20/05/2022	10:27:01:439
0,046	20/05/2022	10:27:01:939
0,046	20/05/2022	10:27:02:439
0,046	20/05/2022	10:27:02:939
0,046	20/05/2022	10:27:03:439
0,046	20/05/2022	10:27:03:939
0,046	20/05/2022	10:27:04:439
0,046	20/05/2022	10:27:04:939
0,046	20/05/2022	10:27:05:439
0,046	20/05/2022	10:27:05:939
0,046	20/05/2022	10:27:06:439
0,046	20/05/2022	10:27:06:939
0,049	20/05/2022	10:27:07:439
0,049	20/05/2022	10:27:07:939
0,049	20/05/2022	10:27:08:439
0,049	20/05/2022	10:27:08:939
0,049	20/05/2022	10:27:09:439
0,049	20/05/2022	10:27:09:939
0,049	20/05/2022	10:27:10:439
0,049	20/05/2022	10:27:10:939
0,049	20/05/2022	10:27:11:439
0,049	20/05/2022	10:27:11:939
0,055	20/05/2022	10:27:12:439
0,055	20/05/2022	10:27:12:939
0,055	20/05/2022	10:27:13:439
0,055	20/05/2022	10:27:13:939
0,055	20/05/2022	10:27:14:439
0,055	20/05/2022	10:27:14:939
0,055	20/05/2022	10:27:15:439
0,055	20/05/2022	10:27:15:939
0,055	20/05/2022	10:27:16:439
0,055	20/05/2022	10:27:16:939
0,055	20/05/2022	10:27:17:439
0,055	20/05/2022	10:27:17:939
0,055	20/05/2022	10:27:18:439
0,055	20/05/2022	10:27:18:939
0,055	20/05/2022	10:27:19:439
0,055	20/05/2022	10:27:19:939
0,049	20/05/2022	10:27:20:439
0,049	20/05/2022	10:27:20:939
0,049	20/05/2022	10:27:21:439
0,049	20/05/2022	10:27:21:939
0,049	20/05/2022	10:27:22:439
0,049	20/05/2022	10:27:22:939
0,049	20/05/2022	10:27:23:439
0,049	20/05/2022	10:27:23:939
0,049	20/05/2022	10:27:24:439
0,049	20/05/2022	10:27:24:939
0,049	20/05/2022	10:27:25:439
0,049	20/05/2022	10:27:25:939
0,049	20/05/2022	10:27:26:439
0,049	20/05/2022	10:27:26:939
0,049	20/05/2022	10:27:27:439
0,049	20/05/2022	10:27:27:939
0,049	20/05/2022	10:27:28:439
0,049	20/05/2022	10:27:28:939
0,049	20/05/2022	10:27:29:439
0,049	20/05/2022	10:27:29:939
0,049	20/05/2022	10:27:30:439
0,049	20/05/2022	10:27:30:939
0,049	20/05/2022	10:27:31:439
0,049	20/05/2022	10:27:31:939
0,049	20/05/2022	10:27:32:439
0,049	20/05/2022	10:27:32:939
0,049	20/05/2022	10:27:33:439
0,049	20/05/2022	10:27:33:939
0,049	20/05/2022	10:27:34:439
0,049	20/05/2022	10:27:34:939
0,049	20/05/2022	10:27:35:439
0,049	20/05/2022	10:27:35:939
0,049	20/05/2022	10:27:36:439
0,043	20/05/2022	10:27:36:939
0,043	20/05/2022	10:27:37:439
0,043	20/05/2022	10:27:37:939
0,043	20/05/2022	10:27:38:439
0,043	20/05/2022	10:27:38:939
0,043	20/05/2022	10:27:39:439
0,043	20/05/2022	10:27:39:939
0,043	20/05/2022	10:27:40:439
0,043	20/05/2022	10:27:40:939
0,043	20/05/2022	10:27:41:439
0,043	20/05/2022	10:27:41:939
0,043	20/05/2022	10:27:42:439
0,043	20/05/2022	10:27:42:939
0,043	20/05/2022	10:27:43:439
0,043	20/05/2022	10:27:43:939
0,043	20/05/2022	10:27:44:439
0,043	20/05/2022	10:27:44:939
0,043	20/05/2022	10:27:45:439
0,043	20/05/2022	10:27:45:939
0,046	20/05/2022	10:27:46:439
0,046	20/05/2022	10:27:46:939
0,046	20/05/2022	10:27:47:439
0,046	20/05/2022	10:27:47:939
0,046	20/05/2022	10:27:48:439
0,046	20/05/2022	10:27:48:939
0,046	20/05/2022	10:27:49:439
0,046	20/05/2022	10:27:49:939
0,046	20/05/2022	10:27:50:439
0,046	20/05/2022	10:27:50:939
0,046	20/05/2022	10:27:51:439
0,046	20/05/2022	10:27:51:939
0,046	20/05/2022	10:27:52:439
0,046	20/05/2022	10:27:52:939
0,046	20/05/2022	10:27:53:439
0,046	20/05/2022	10:27:53:939
0,046	20/05/2022	10:27:54:439
0,046	20/05/2022	10:27:54:939
0,046	20/05/2022	10:27:55:439
0,046	20/05/2022	10:27:55:939
0,046	20/05/2022	10:27:56:439
0,046	20/05/2022	10:27:56:939
0,040	20/05/2022	10:27:57:439
0,040	20/05/2022	10:27:57:939
0,040	20/05/2022	10:27:58:439
0,040	20/05/2022	10:27:58:939
0,040	20/05/2022	10:27:59:439
0,040	20/05/2022	10:27:59:939
0,040	20/05/2022	10:28:00:439
0,040	20/05/2022	10:28:00:939
0,040	20/05/2022	10:28:01:439
0,046	20/05/2022	10:28:01:939
0,046	20/05/2022	10:28:02:439
0,046	20/05/2022	10:28:02:939
0,046	20/05/2022	10:28:03:439
0,046	20/05/2022	10:28:03:939
0,046	20/05/2022	10:28:04:439
0,046	20/05/2022	10:28:04:939
0,046	20/05/2022	10:28:05:439
0,046	20/05/2022	10:28:05:939
0,046	20/05/2022	10:28:06:439
0,046	20/05/2022	10:28:06:939
0,046	20/05/2022	10:28:07:439
0,046	20/05/2022	10:28:07:939
0,046	20/05/2022	10:28:08:439
0,046	20/05/2022	10:28:08:939
0,046	20/05/2022	10:28:09:439
0,046	20/05/2022	10:28:09:939
0,046	20/05/2022	10:28:10:439
0,046	20/05/2022	10:28:10:939
0,046	20/05/2022	10:28:11:439
0,046	20/05/2022	10:28:11:939
0,046	20/05/2022	10:28:12:439
0,046	20/05/2022	10:28:12:939
0,046	20/05/2022	10:28:13:439
0,046	20/05/2022	10:28:13:939
0,046	20/05/2022	10:28:14:439
0,046	20/05/2022	10:28:14:939
0,046	20/05/2022	10:28:15:439
0,046	20/05/2022	10:28:15:939
0,046	20/05/2022	10:28:16:439
0,046	20/05/2022	10:28:16:939
0,046	20/05/2022	10:28:17:439
0,046	20/05/2022	10:28:17:939
0,046	20/05/2022	10:28:18:439
0,046	20/05/2022	10:28:18:939
0,046	20/05/2022	10:28:19:439
0,046	20/05/2022	10:28:19:939
0,046	20/05/2022	10:28:20:439
0,046	20/05/2022	10:28:20:939
0,046	20/05/2022	10:28:21:439
0,046	20/05/2022	10:28:21:939
0,046	20/05/2022	10:28:22:439
0,046	20/05/2022	10:28:22:939
0,046	20/05/2022	10:28:23:439
0,046	20/05/2022	10:28:23:939
0,046	20/05/2022	10:28:24:439
0,046	20/05/2022	10:28:24:939
0,052	20/05/2022	10:28:25:439
0,052	20/05/2022	10:28:25:939
0,052	20/05/2022	10:28:26:439
0,052	20/05/2022	10:28:26:939
0,052	20/05/2022	10:28:27:439
0,052	20/05/2022	10:28:27:939
0,052	20/05/2022	10:28:28:439
0,046	20/05/2022	10:28:28:939
0,046	20/05/2022	10:28:29:439
0,046	20/05/2022	10:28:29:939
0,046	20/05/2022	10:28:30:439
0,046	20/05/2022	10:28:30:939
0,046	20/05/2022	10:28:31:439
0,046	20/05/2022	10:28:31:939
0,046	20/05/2022	10:28:32:439
0,046	20/05/2022	10:28:32:939
0,052	20/05/2022	10:28:33:439
0,052	20/05/2022	10:28:33:939
0,052	20/05/2022	10:28:34:439
0,052	20/05/2022	10:28:34:939
0,049	20/05/2022	10:28:35:439
0,049	20/05/2022	10:28:35:939
0,049	20/05/2022	10:28:36:439
0,043	20/05/2022	10:28:36:939
0,043	20/05/2022	10:28:37:439
0,043	20/05/2022	10:28:37:939
0,043	20/05/2022	10:28:38:439
0,043	20/05/2022	10:28:38:939
0,043	20/05/2022	10:28:39:439
0,043	20/05/2022	10:28:39:939
0,043	20/05/2022	10:28:40:439
0,043	20/05/2022	10:28:40:939
0,043	20/05/2022	10:28:41:439
0,043	20/05/2022	10:28:41:939
0,046	20/05/2022	10:28:42:439
0,046	20/05/2022	10:28:42:939
0,046	20/05/2022	10:28:43:439
0,046	20/05/2022	10:28:43:939
0,046	20/05/2022	10:28:44:439
0,046	20/05/2022	10:28:44:939
0,046	20/05/2022	10:28:45:439
0,046	20/05/2022	10:28:45:939
0,046	20/05/2022	10:28:46:439
0,046	20/05/2022	10:28:46:939
0,046	20/05/2022	10:28:47:439
0,046	20/05/2022	10:28:47:939
0,049	20/05/2022	10:28:48:439
0,049	20/05/2022	10:28:48:939
0,049	20/05/2022	10:28:49:439
0,049	20/05/2022	10:28:49:939
0,049	20/05/2022	10:28:50:439
0,049	20/05/2022	10:28:50:939
0,049	20/05/2022	10:28:51:439
0,049	20/05/2022	10:28:51:939
0,049	20/05/2022	10:28:52:439
0,049	20/05/2022	10:28:52:939
0,049	20/05/2022	10:28:53:439
0,049	20/05/2022	10:28:53:939
0,049	20/05/2022	10:28:54:439
0,049	20/05/2022	10:28:54:939
0,049	20/05/2022	10:28:55:439
0,049	20/05/2022	10:28:55:939
0,049	20/05/2022	10:28:56:439
0,049	20/05/2022	10:28:56:939
0,049	20/05/2022	10:28:57:439
0,049	20/05/2022	10:28:57:939
0,049	20/05/2022	10:28:58:439
0,049	20/05/2022	10:28:58:939
0,049	20/05/2022	10:28:59:439
0,049	20/05/2022	10:28:59:939
0,049	20/05/2022	10:29:00:439
0,049	20/05/2022	10:29:00:939
0,049	20/05/2022	10:29:01:439
0,049	20/05/2022	10:29:01:939
0,049	20/05/2022	10:29:02:439
0,049	20/05/2022	10:29:02:939
0,049	20/05/2022	10:29:03:439
0,049	20/05/2022	10:29:03:939
0,049	20/05/2022	10:29:04:439
0,049	20/05/2022	10:29:04:939
0,049	20/05/2022	10:29:05:439
0,049	20/05/2022	10:29:05:939
0,049	20/05/2022	10:29:06:439
0,049	20/05/2022	10:29:06:939
0,049	20/05/2022	10:29:07:439
0,049	20/05/2022	10:29:07:939
0,049	20/05/2022	10:29:08:439
0,049	20/05/2022	10:29:08:939
0,049	20/05/2022	10:29:09:439
0,049	20/05/2022	10:29:09:939
0,049	20/05/2022	10:29:10:439
0,049	20/05/2022	10:29:10:939
0,043	20/05/2022	10:29:11:439
0,043	20/05/2022	10:29:11:939
0,043	20/05/2022	10:29:12:439
0,043	20/05/2022	10:29:12:939
0,043	20/05/2022	10:29:13:439
0,043	20/05/2022	10:29:13:939
0,043	20/05/2022	10:29:14:439
0,043	20/05/2022	10:29:14:939
0,043	20/05/2022	10:29:15:439
0,043	20/05/2022	10:29:15:939
0,043	20/05/2022	10:29:16:439
0,043	20/05/2022	10:29:16:939
0,043	20/05/2022	10:29:17:439
0,043	20/05/2022	10:29:17:939
0,043	20/05/2022	10:29:18:439
0,043	20/05/2022	10:29:18:939
0,043	20/05/2022	10:29:19:439
0,037	20/05/2022	10:29:19:939
0,037	20/05/2022	10:29:20:439
0,037	20/05/2022	10:29:20:939
0,037	20/05/2022	10:29:21:439
0,040	20/05/2022	10:29:21:939
0,040	20/05/2022	10:29:22:439
0,040	20/05/2022	10:29:22:939
0,043	20/05/2022	10:29:23:439
0,046	20/05/2022	10:29:23:939
0,046	20/05/2022	10:29:24:439
0,052	20/05/2022	10:29:24:939
0,052	20/05/2022	10:29:25:439
