

OBS-5+ S/N:S5266     Firmware Version: 1.50
Sensor                            Data Columns
 1  Pressure                       Mean & s.d.
 2  NEAR OBS                       Mean & s.d.

21:40:00 02/02/2023     0.00     0.00    19.90     0.03 
21:45:00 02/02/2023     0.00     0.00    19.82     0.03 
21:50:00 02/02/2023     0.00     0.00    19.57     0.03 
21:55:00 02/02/2023     0.00     0.00    19.48     0.03 
22:00:00 02/02/2023     0.00     0.00    19.43     0.03 
22:05:00 02/02/2023     0.00     0.00    19.34     0.05 
22:10:00 02/02/2023     0.00     0.00    19.31     0.04 
22:15:00 02/02/2023     0.00     0.00    19.48     0.04 
22:20:00 02/02/2023     0.00     0.00    19.51     0.02 
22:25:00 02/02/2023     0.00     0.00    19.86     0.06 
22:30:00 02/02/2023     0.00     0.00    20.13     0.05 
22:35:00 02/02/2023     0.00     0.00    20.10     0.05 
22:40:00 02/02/2023     0.00     0.00    20.56     0.05 
22:45:00 02/02/2023     0.00     0.00    20.93     0.06 
22:50:00 02/02/2023     0.00     0.00    21.76     0.05 
22:55:00 02/02/2023     0.00     0.00    21.74     0.03 
23:00:00 02/02/2023     0.00     0.00    21.67     0.04 
23:05:00 02/02/2023     0.00     0.00    21.69     0.03 
23:10:00 02/02/2023     0.00     0.00    21.72     0.03 
23:15:00 02/02/2023     0.00     0.00    21.77     0.03 
23:20:00 02/02/2023     0.00     0.00    21.84     0.03 
23:25:00 02/02/2023     0.00     0.00    21.78     0.03 
23:30:00 02/02/2023     0.00     0.00    21.61     0.04 
23:35:00 02/02/2023     0.00     0.00    21.70     0.02 
23:40:00 02/02/2023     0.00     0.00    21.74     0.06 
23:45:00 02/02/2023     0.00     0.00    21.63     0.03 
23:50:00 02/02/2023     0.00     0.00    21.69     0.02 
23:55:00 02/02/2023     0.00     0.00    21.75     0.03 
00:00:00 02/03/2023     0.00     0.00    21.57     0.03 
00:05:00 02/03/2023     0.00     0.00    21.62     0.03 
00:10:00 02/03/2023     0.00     0.00    21.63     0.03 
00:15:00 02/03/2023     0.00     0.00    21.61     0.03 
00:20:00 02/03/2023     0.00     0.00    21.64     0.04 
00:25:00 02/03/2023     0.00     0.00    21.68     0.03 
00:30:00 02/03/2023     0.00     0.00    21.64     0.02 
00:35:00 02/03/2023     0.00     0.00    21.58     0.03 
00:40:00 02/03/2023     0.00     0.00    21.64     0.03 
00:45:00 02/03/2023     0.00     0.00    21.59     0.02 
00:50:00 02/03/2023     0.00     0.00    21.67     0.03 
00:55:00 02/03/2023     0.00     0.00    21.56     0.03 
01:00:00 02/03/2023     0.00     0.00    21.57     0.04 
