

OBS-5+ S/N:S5266     Firmware Version: 1.50
Sensor                            Data Columns
 1  Pressure                       Mean & s.d.
 2  NEAR OBS                              Mean
 9  Battery                               Mean

09:40:00 01/03/2023     0.00     0.00   428.94      4.2 
09:45:00 01/03/2023     0.00     0.00  12665.33      4.3 
09:50:00 01/03/2023     0.00     0.00   866.65      4.3 
09:55:00 01/03/2023     0.00     0.00  5903.39      4.2 
10:00:00 01/03/2023     0.00     0.00     0.00      4.2 
10:05:00 01/03/2023     0.00     0.00     0.00      4.3 
10:10:00 01/03/2023     0.00     0.00     1.75      4.3 
10:15:00 01/03/2023     0.00     0.00     0.00      4.3 
10:20:00 01/03/2023     0.00     0.00     0.00      4.3 
10:25:00 01/03/2023     0.00     0.00     0.00      4.3 
10:30:00 01/03/2023     0.00     0.00     0.00      4.3 
10:35:00 01/03/2023     0.00     0.00     0.00      4.3 
10:40:00 01/03/2023     0.00     0.00     0.00      4.3 
10:45:00 01/03/2023     0.00     0.00     0.00      4.3 
10:50:00 01/03/2023     0.00     0.00     0.00      4.3 
10:55:00 01/03/2023     0.00     0.00     0.00      4.3 
11:00:00 01/03/2023     0.00     0.00     0.00      4.3 
11:05:00 01/03/2023     0.00     0.00     0.00      4.3 
11:10:00 01/03/2023     0.00     0.00     3.55      4.3 
11:15:00 01/03/2023     0.00     0.00     3.56      4.3 
11:20:00 01/03/2023     0.00     0.00     3.60      4.3 
11:25:00 01/03/2023     0.00     0.00     3.46      4.3 
11:30:00 01/03/2023     0.00     0.00     3.52      4.3 
11:35:00 01/03/2023     0.00     0.00     3.48      4.3 
11:40:00 01/03/2023     0.00     0.00     3.48      4.3 
11:45:00 01/03/2023     0.00     0.00     3.50      4.3 
11:50:00 01/03/2023     0.00     0.00     3.45      4.3 
11:55:00 01/03/2023     0.00     0.00     3.55      4.3 
12:00:00 01/03/2023     0.00     0.00     0.00      4.3 
12:05:00 01/03/2023     0.00     0.00     0.67      4.3 
12:10:00 01/03/2023     0.00     0.00     0.00      4.3 
12:15:00 01/03/2023     0.00     0.00     0.00      4.3 
12:20:00 01/03/2023     0.00     0.00     2.96      4.3 
12:25:00 01/03/2023     0.00     0.00     0.00      4.3 
12:30:00 01/03/2023     0.00     0.00     0.00      4.3 
12:35:00 01/03/2023     0.00     0.00     0.00      4.3 
12:40:00 01/03/2023     0.00     0.00     0.00      4.3 
12:45:00 01/03/2023     0.00     0.00     0.00      4.3 
12:50:00 01/03/2023     0.00     0.00     0.00      4.3 
12:55:00 01/03/2023     0.00     0.00     0.00      4.3 
13:00:00 01/03/2023     0.00     0.00     0.00      4.3 
13:05:00 01/03/2023     0.00     0.00     0.00      4.3 
13:10:00 01/03/2023     0.00     0.00     0.00      4.3 
13:15:00 01/03/2023     0.00     0.00     0.00      4.3 
13:20:00 01/03/2023     0.00     0.00     0.00      4.3 
13:25:00 01/03/2023     0.00     0.00     0.00      4.3 
13:30:00 01/03/2023     0.00     0.00     0.00      4.3 
13:35:00 01/03/2023     0.00     0.00     0.00      4.3 
13:40:00 01/03/2023     0.00     0.00     0.00      4.3 
13:45:00 01/03/2023     0.00     0.00     0.00      4.3 
13:50:00 01/03/2023     0.00     0.00     0.00      4.3 
13:55:00 01/03/2023     0.00     0.00     0.00      4.3 
14:00:00 01/03/2023     0.00     0.00     0.00      4.3 
14:05:00 01/03/2023     0.00     0.00     0.00      4.3 
14:10:00 01/03/2023     0.00     0.00     5.05      4.3 
14:15:00 01/03/2023     0.00     0.00     1.95      4.3 
14:20:00 01/03/2023     0.00     0.00     0.00      4.3 
14:25:00 01/03/2023     0.00     0.00     0.00      4.3 
14:30:00 01/03/2023     0.00     0.00     0.00      4.3 
14:35:00 01/03/2023     0.00     0.00   328.05      4.3 
14:40:00 01/03/2023     0.00     0.00   356.53      4.3 
14:45:00 01/03/2023     0.00     0.01   451.94      4.3 
14:50:00 01/03/2023     0.00     0.01   451.80      4.3 
14:55:00 01/03/2023     0.00     0.00   187.95      4.3 
15:00:00 01/03/2023     0.00     0.00     0.00      4.3 
15:05:00 01/03/2023     0.00     0.00     0.00      4.3 
15:10:00 01/03/2023     0.00     0.00     0.00      4.3 
15:15:00 01/03/2023     0.00     0.00     0.00      4.3 
15:20:00 01/03/2023     0.00     0.00     0.00      4.3 
15:25:00 01/03/2023     0.00     0.00     6.40      4.3 
15:30:00 01/03/2023     0.00     0.00   316.18      4.3 
15:35:00 01/03/2023     0.00     0.00    16.27      4.3 
15:40:00 01/03/2023     0.00     0.00     7.26      4.3 
15:45:00 01/03/2023     0.00     0.00     4.16      4.3 
15:50:00 01/03/2023     0.00     0.00     4.36      4.3 
15:55:00 01/03/2023     0.00     0.00     4.43      4.3 
16:00:00 01/03/2023     0.00     0.00     4.71      4.3 
16:05:00 01/03/2023     0.00     0.00     4.87      4.3 
16:10:00 01/03/2023     0.00     0.00     4.92      4.3 
16:15:00 01/03/2023     0.00     0.00     4.91      4.3 
16:20:00 01/03/2023     0.00     0.00     4.98      4.3 
16:25:00 01/03/2023     0.00     0.00     4.87      4.3 
16:30:00 01/03/2023     0.00     0.00     4.85      4.3 
16:35:00 01/03/2023     0.00     0.00     4.95      4.3 
16:40:00 01/03/2023     0.00     0.00     4.77      4.3 
16:45:00 01/03/2023     0.00     0.00     4.85      4.3 
16:50:00 01/03/2023     0.00     0.00     4.78      4.3 
16:55:00 01/03/2023     0.00     0.00     4.81      4.3 
17:00:00 01/03/2023     0.00     0.00     4.85      4.3 
17:05:00 01/03/2023     0.00     0.00     4.86      4.3 
17:10:00 01/03/2023     0.00     0.00     4.77      4.3 
17:15:00 01/03/2023     0.00     0.00     4.70      4.3 
17:20:00 01/03/2023     0.00     0.00     4.88      4.3 
17:25:00 01/03/2023     0.00     0.00     4.90      4.3 
17:30:00 01/03/2023     0.00     0.00     5.04      4.3 
17:35:00 01/03/2023     0.00     0.00     5.08      4.3 
17:40:00 01/03/2023     0.00     0.00     4.99      4.3 
17:45:00 01/03/2023     0.00     0.00     5.11      4.3 
17:50:00 01/03/2023     0.00     0.00     5.07      4.3 
17:55:00 01/03/2023     0.00     0.00     4.99      4.3 
18:00:00 01/03/2023     0.00     0.00     5.00      4.3 
18:05:00 01/03/2023     0.00     0.00     4.90      4.3 
18:10:00 01/03/2023     0.00     0.00     4.86      4.3 
18:15:00 01/03/2023     0.00     0.00     4.73      4.3 
18:20:00 01/03/2023     0.00     0.00     4.84      4.3 
18:25:00 01/03/2023     0.00     0.00     4.74      4.3 
18:30:00 01/03/2023     0.00     0.00     4.80      4.3 
18:35:00 01/03/2023     0.00     0.00     4.88      4.3 
18:40:00 01/03/2023     0.00     0.00     4.91      4.3 
18:45:00 01/03/2023     0.00     0.00     4.87      4.3 
18:50:00 01/03/2023     0.00     0.00     4.77      4.3 
18:55:00 01/03/2023     0.00     0.00     4.92      4.3 
19:00:00 01/03/2023     0.00     0.00     4.92      4.3 
19:05:00 01/03/2023     0.00     0.00     4.88      4.3 
19:10:00 01/03/2023     0.00     0.00     4.92      4.3 
19:15:00 01/03/2023     0.00     0.00     4.96      4.3 
19:20:00 01/03/2023     0.00     0.00     4.88      4.3 
19:25:00 01/03/2023     0.00     0.00     4.89      4.3 
19:30:00 01/03/2023     0.00     0.00     4.86      4.3 
19:35:00 01/03/2023     0.00     0.00     4.98      4.3 
19:40:00 01/03/2023     0.00     0.00     4.90      4.3 
19:45:00 01/03/2023     0.00     0.00     4.90      4.3 
19:50:00 01/03/2023     0.00     0.00     4.87      4.3 
19:55:00 01/03/2023     0.00     0.00     4.82      4.3 
20:00:00 01/03/2023     0.00     0.00     4.83      4.3 
20:05:00 01/03/2023     0.00     0.00     4.80      4.3 
20:10:00 01/03/2023     0.00     0.00     4.77      4.3 
20:15:00 01/03/2023     0.00     0.00     4.78      4.3 
20:20:00 01/03/2023     0.00     0.00     4.85      4.3 
20:25:00 01/03/2023     0.00     0.00     4.84      4.3 
20:30:00 01/03/2023     0.00     0.00     4.78      4.3 
20:35:00 01/03/2023     0.00     0.00     5.00      4.3 
20:40:00 01/03/2023     0.00     0.00     4.87      4.3 
20:45:00 01/03/2023     0.00     0.00     4.82      4.3 
20:50:00 01/03/2023     0.00     0.00     5.29      4.3 
20:55:00 01/03/2023     0.00     0.00    10.36      4.3 
21:00:00 01/03/2023     0.00     0.00    10.38      4.3 
