

OBS-5+ S/N:S5266     Firmware Version: 1.50
Sensor                            Data Columns
 1  Pressure                       Mean & s.d.
 2  NEAR OBS                       Mean & s.d.
 6  ND Count                              Mean
 7  FD Count                              Mean
 9  Battery                               Mean

08:45:00 12/06/2022     0.00     0.00     6.16     0.10  32856.07  32820.80      4.7 
08:50:00 12/06/2022     0.00     0.00     6.10     0.03  32854.87  32811.63      4.7 
08:55:00 12/06/2022     0.00     0.00     6.17     0.03  32856.17  32814.50      4.7 
09:00:00 12/06/2022     0.00     0.00     1.26     0.10  32766.57  32852.13      4.7 
09:05:00 12/06/2022     0.00     0.00     1.69     0.03  32774.40  32851.00      4.7 
09:10:00 12/06/2022     0.00     0.00     1.74     0.02  32775.23  32851.20      4.7 
09:15:00 12/06/2022     0.00     0.00     1.76     0.03  32775.70  32852.37      4.7 
09:20:00 12/06/2022     0.00     0.00     1.79     0.02  32776.17  32852.60      4.7 
09:25:00 12/06/2022     0.00     0.00     0.00     0.03  32734.60  32755.07      4.7 
09:30:00 12/06/2022     0.00     0.00     0.00     0.03  32734.67  32756.87      4.7 
09:35:00 12/06/2022     0.00     0.00     0.00     0.00  32735.00  32758.03      4.7 
09:40:00 12/06/2022     0.00     0.00     0.00     0.00  32735.00  32758.90      4.7 
09:45:00 12/06/2022     0.00     0.00     0.00     0.02  32735.10  32760.10      4.7 
09:50:00 12/06/2022     0.00     0.00     0.00     0.02  32735.17  32760.57      4.7 
09:55:00 12/06/2022     0.00     0.00     0.00     0.03  32735.40  32760.70      4.7 
10:00:00 12/06/2022     0.00     0.00     0.00     0.02  32743.13  32803.17      4.7 
10:05:00 12/06/2022     0.00     0.00   901.10   441.36  42886.04  33241.87      4.7 
10:10:00 12/06/2022     0.00     0.00  11819.95  3212.86  63348.67  34886.60      4.7 
10:15:00 12/06/2022     0.00     0.00     2.84     2.49  32795.40  33239.67      4.7 
10:20:00 12/06/2022     0.00     0.00     0.00     0.03  32743.57  32803.40      4.7 
10:25:00 12/06/2022     0.00     0.00     0.00     0.03  32743.60  32803.60      4.7 
10:30:00 12/06/2022     0.00     0.00     0.01     0.02  32743.80  32803.54      4.7 
10:35:00 12/06/2022     0.00     0.00     0.01     0.02  32743.80  32803.63      4.7 
10:40:00 12/06/2022     0.00     0.00     0.48     0.80  32752.37  32797.07      4.7 
10:45:00 12/06/2022     0.00     0.00     0.02     0.01  32743.93  32803.87      4.7 
10:50:00 12/06/2022     0.00     0.00     0.01     0.02  32743.83  32803.37      4.7 
10:55:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.67      4.7 
11:00:00 12/06/2022     0.00     0.00     0.02     0.02  32744.00  32803.77      4.7 
11:05:00 12/06/2022     0.00     0.00     0.02     0.02  32743.93  32803.67      4.6 
11:10:00 12/06/2022     0.00     0.00     0.02     0.02  32744.03  32803.63      4.6 
11:15:00 12/06/2022     0.00     0.00     0.03     0.02  32744.07  32803.70      4.6 
11:20:00 12/06/2022     0.00     0.00     0.03     0.02  32744.17  32803.77      4.6 
11:25:00 12/06/2022     0.00     0.00     1.35     0.68  32768.27  32782.80      4.6 
11:30:00 12/06/2022     0.00     0.00     1.62     0.07  32773.07  32779.57      4.6 
11:35:00 12/06/2022     0.00     0.00     1.69     0.03  32774.43  32777.73      4.6 
11:40:00 12/06/2022     0.00     0.00     1.71     0.02  32774.77  32777.37      4.6 
11:45:00 12/06/2022     0.00     0.00     0.02     0.02  32743.97  32803.67      4.6 
11:50:00 12/06/2022     0.00     0.00     1.76     0.03  32775.57  32776.90      4.6 
11:55:00 12/06/2022     0.00     0.00     0.90     0.80  32759.90  32790.93      4.6 
12:00:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.46      4.6 
12:05:00 12/06/2022     0.00     0.00     0.01     0.02  32743.83  32803.43      4.6 
12:10:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.40      4.6 
12:15:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.60      4.6 
12:20:00 12/06/2022     0.00     0.00     0.01     0.03  32743.87  32803.67      4.6 
12:25:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.50      4.6 
12:30:00 12/06/2022     0.00     0.00     0.01     0.02  32743.80  32803.33      4.6 
12:35:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.57      4.6 
12:40:00 12/06/2022     0.00     0.00     0.02     0.02  32743.93  32803.54      4.6 
12:45:00 12/06/2022     0.00     0.00     0.02     0.02  32744.03  32803.54      4.6 
12:50:00 12/06/2022     0.00     0.00     0.02     0.01  32744.00  32803.43      4.6 
12:55:00 12/06/2022     0.00     0.00     0.02     0.02  32744.00  32803.46      4.6 
13:00:00 12/06/2022     0.00     0.00     0.02     0.01  32744.00  32803.63      4.6 
13:05:00 12/06/2022     0.00     0.00     0.02     0.02  32744.03  32803.57      4.6 
13:10:00 12/06/2022     0.00     0.00     0.02     0.02  32743.97  32803.60      4.6 
13:15:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.46      4.6 
13:20:00 12/06/2022     0.00     0.00     0.02     0.03  32743.93  32803.43      4.6 
13:25:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.40      4.6 
13:30:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.63      4.6 
13:35:00 12/06/2022     0.00     0.00     0.02     0.02  32743.90  32803.37      4.6 
13:40:00 12/06/2022     0.00     0.00     0.02     0.01  32743.93  32803.67      4.6 
13:45:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.46      4.6 
13:50:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.46      4.6 
13:55:00 12/06/2022     0.00     0.00     0.02     0.02  32743.93  32803.50      4.6 
14:00:00 12/06/2022     0.00     0.00     0.02     0.01  32743.93  32803.60      4.6 
14:05:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.60      4.6 
14:10:00 12/06/2022     0.00     0.00     0.01     0.02  32743.87  32803.54      4.6 
14:15:00 12/06/2022     0.00     0.00     0.02     0.03  32743.93  32803.57      4.6 
14:20:00 12/06/2022     0.00     0.01   775.57   632.00  41824.60  40041.77      4.6 
14:25:00 12/06/2022     0.00     0.00   107.03    38.49  34761.60  34660.13      4.6 
14:30:00 12/06/2022     0.00     0.00   565.01    82.08  41222.83  37193.46      4.6 
